ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
x1369015861156192256,1,No,No,Yes,No,Yes,No,No,No,No,No,"â€œIn order to be innovative you must have diversity of thought, a #diversity of perspectives working together.â€ In honor of #InternationalWomensDay, we spoke to women across @RELXHQ to learn how their unique perspectives help drive #innovation: https:/"
x1369014883400957960,1,No,No,Yes,No,Yes,No,No,No,No,No,"Yoga Raghavaraju, Director of Product Strategy @LexisNexisRisk, shares her unique perspective on how diversity of thought helps drive #innovation and inspire new generations. Read this #IWD2021 story featuring #WomenInTech from across RELX: https://t.co/j"
x1368977073679855617,1,No,No,Yes,No,Yes,No,No,No,No,No,"Chasity Johnson, Director of Product Management at @LexisNexis, shares her unique perspective on how diversity of thought helps drive #innovation. Read this immersive story featuring #WomenInTech from across RELX: https://t.co/j8sAvoyzpK #RELXDiversity ht"
x1368952404247470083,1,No,No,Yes,No,Yes,No,No,No,No,No,"#Diversity adds dimension and perspective, which in turn drive creative thinking. In celebration of #IWD2021, we spoke to women across RELX to explore how their unique perspectives help drive #innovation. Discover their stories: https://t.co/jarxEqPK94 #W"
x1368930448538238976,1,No,No,Yes,No,Yes,No,No,No,No,No,"Katie Scranton, Data Science Lead at @ElsevierConnect, shares her unique perspective on how diversity of thought helps drive #innovation. Read this immersive story featuring #WomenInTech from across RELX: https://t.co/j8sAvoyzpK #IWD2021 #RELXDiversity ht"
x1368910729382948864,1,No,No,Yes,No,Yes,No,No,No,No,No,"â€œIn order to be innovative you must have diversity of thought, a #diversity of perspectives working together.â€ In honor of #InternationalWomensDay, we spoke to women across RELX to learn how their unique perspectives help drive #innovation: https://t."
x1367901237690195969,1,No,No,Yes,No,Yes,No,No,No,No,No,"Chastity Johnson, Director of Product Management at @LexisNexis, shares her unique perspective on how diversity of thought helps drive #innovation. Read this immersive story featuring #WomenInTech from across RELX: https://t.co/j8sAvoyzpK #RELXDiversity h"
x1367844650195763204,1,No,No,Yes,No,Yes,No,No,No,No,No,"â€œIn order to be innovative you must have diversity of thought, a #diversity of perspectives working together.â€ In honor of #InternationalWomensDay, we spoke to women across RELX to learn how their unique perspectives help drive #innovation: https://t."
x1362423956192587777,1,Yes,No,No,No,No,No,No,No,No,No,"â€œWe define #inclusion as feeling like we are all on the same team. Feeling respected, valued, and like you belong.â€ Find out how we are cultivating an inclusive &amp; diverse workforce across RELX and ensuring equality of opportunity for all: https://"
x1359613162866286593,1,Yes,No,No,No,No,No,No,No,No,No,"â€œWe define #inclusion as feeling like we are all on the same team. Feeling respected, valued, and like you belong.â€ Find out how we are cultivating an inclusive &amp; diverse workforce across RELX and ensuring equality of opportunity for all: https://"
x1346448990951202816,1,Yes,No,No,No,No,No,No,No,No,No,"â€œWe define #inclusion as feeling like we are all on the same team. Feeling respected, valued, and like you belong.â€ Find out how we are cultivating an inclusive &amp; diverse workforce across RELX and ensuring equality of opportunity for all: https://"
x1205895309613813765,1,No,No,Yes,No,No,No,No,No,No,No,"If you donâ€™t embrace differences, how will you achieve long-term value? #Diversity of background, perspective and identity is fundamental to driving #innovation. Join the @wef conversation. https://t.co/JaesX56E06

Now is the time. #WEF20 #BetterWorki"
x1416134273086676995,1,No,No,Yes,No,No,No,No,No,No,No,"â€œI have found that the most diverse teams are the most creative, they produce the best innovation and by the way, they tend also to produce the best financial results.â€

Check out our Chair &amp; CEO Nancy McKinstry on @ert_eu podcast â€œ21st Centur"
x1202077417462009856,1,No,No,Yes,No,Yes,No,No,No,No,No,â€œ50% of our workforce is female and 3 of our 4 divisions are led by female executives. Greater diversity... results in effective teamwork and innovation. The key is to have strong pipeline of talent.â€ - Wolters Kluwer CEO Nancy McKinstry in @FD_Nieuws
x1404423437200801797,1,No,No,Yes,No,Yes,No,No,No,No,No,Learn more about the career journey our @WICEAwards  winners have been on and our commitment as a business to drive innovation and leadership through a diverse workforce. https://t.co/4DLUGk6uXB  #womeninengineering #womeninconstruction  ðŸ‘‡
x980605226385252352,1,No,No,Yes,No,No,No,No,No,No,No,"We understand that a #diverse, #inclusive workplace drives true innovation and leadership, no matter where they come from or who they are, to achieve their very best from the moment they join us and throughout their career at @ArcadisGlobal. https://t.co/"
x1207239088006299649,1,No,No,No,No,No,Yes,No,No,No,No,"Are you happier and more productive in a welcoming and inclusive environment? So is Niels den Heeten, a Senior Innovation Project Manager who also leads our True Colors LGBTI+ inclusion initiative ðŸ³ï¸â€ðŸŒˆ. Learn more here: https://t.co/5bkXN0X0t8 #"
x1416013581905063949,1,No,No,No,No,No,No,No,No,No,No,"Nearly 85% of fund managers said the effectiveness of their #diversity, inclusiveness and flexibility efforts would drive positive change.

Private equity firms recognize the importance of improving diversity in their organization. What step will you ta"
x1412737156922155010,1,No,No,Yes,No,No,No,No,Yes,No,No,"We are set to launch a Neuro-Diverse Centre of Excellence in the UK, to fuel innovation in technology Read more here   https://t.co/qj4Fjztf9a"
x1351583053567680513,1,Yes,No,No,No,No,No,No,No,No,No,"A lot has changed in the last year, but climate change, the need for social equity and inclusion in technology and innovation are not going away. 

Take a look back at the key topics from last year @WEF ahead of the virtual #DavosAgenda next week.

#R"
x1337744010623016966,1,No,No,Yes,No,No,No,No,No,No,No,People are the greatest asset for any entrepreneur. What aspect of diversity and inclusion do you think most accelerates innovation? Vote now. #WEOY #Unstoppables https://t.co/G4c0jP7zTp
x1238504199186526211,1,No,No,Yes,No,Yes,No,No,No,No,No,Our Global Chief Innovation Officer @Jeff__Wong discusses why diversity and inclusion are important for innovation and how we can all do our part to ensure #SheBelongs. #IWD2020 #WomenFastForward https://t.co/c73IXZY4u3
x1220617230842519552,1,No,No,No,No,No,No,No,No,No,No,"How inclusive leadership can create long-term value:

1. Understand #data and embrace new technologies

2. Adopt a learning mindset

3. Seek #diversity

https://t.co/aQ5t6lq9li

#WEF20 #BetterWorkingWorld"
x1220294894054453248,1,No,No,Yes,No,Yes,No,No,No,No,No,"Will innovation drive gender equality or will gender equality drive innovation?

Sarah Alef Alashban, Saudi Industrial Development Fund, explains why gender is not the only diversity we need to look at. #WEF20 #BetterQuestions. https://t.co/qBQLP0q9FU h"
x1219871720762421248,1,No,No,Yes,No,Yes,No,No,No,No,No,"Will #innovation drive gender equality or will gender equality drive innovation? @DalithSteiger, Co-Founder of #SwissCognitive says gender diversity is important to help us think differently #BetterQuestions #WEF20 #WomenFastForward https://t.co/qBQLP0q9F"
x1219167679447216128,1,No,No,No,No,No,No,No,No,No,No,"How inclusive leadership can create long-term value:

1. Understand #data and embrace new technologies

2. Adopt a learning mindset

3. Seek #diversity

#WEF20 #BetterWorkingWorld

https://t.co/mgE7jGatYL"
x1215946696250753024,1,No,No,No,No,No,No,No,No,No,No,"Three key areas of focus for improving #inclusion:

1. Understanding #data and embracing new technologies

2. Adopting a learning mindset

3. Seek #diversity

#BetterWorkingWorld #WEF20  https://t.co/WgRY5Ug8W0"
x1060166456397217792,1,No,No,No,No,Yes,No,No,No,No,No,We are proud to announce that @URW_group has been awarded a Gold banding for gender  in the @BITC Diversity Benchmark  in the UK â€“ reflecting our commitment to creating #inclusive workplaces where all employees are valued for their contribution: https:/
x1379135891684405249,1,Yes,No,No,No,No,No,No,No,No,No,"Put simply, our company's values are driven by its people. Each day at #Elsevier, our people create a place were we feel valued and have #equalopportunities.Watch the video. #diversity #DiversityandInclusion  https://t.co/bMr5fMSFQv"
x1368962746088361986,1,No,No,Yes,No,Yes,No,No,No,No,No,"In honor of #IWD2021, we're sharing insightful interviews with our female leaders. Listen to RELX's chief strategy officer Jelena Sevo talk about #diversity, #inclusion and #innovation, and what it means to be one of the most senior women at RELX. https:/"
x1357350704868900867,1,No,No,Yes,No,Yes,No,No,No,No,No,"In our latest Unique Contributions #podcast episode, YS speaks to RELX's chief strategy officer Jelena Sevo about #diversity, #inclusion and #innovation, and what it means to be one of the most senior women at RELX.

Listen ðŸŽ§ https://t.co/38colIjPe8 "
x1356210922981875712,1,No,No,Yes,No,Yes,No,No,No,No,No,"In our latest Unique Contributions #podcast episode, YS speaks to RELX's chief strategy officer Jelena Sevo about #diversity, #inclusion and #innovation, and what it means to be one of the most senior women at RELX.

Listen ðŸŽ§ https://t.co/mmVVi8g3qQ "
x1355215275982000138,1,No,No,Yes,No,Yes,No,No,No,No,No,"In our latest Unique Contributions #podcast episode, YS speaks to RELX's chief strategy officer Jelena Sevo about #diversity, #inclusion and #innovation, and what it means to be one of the most senior women at RELX. 

Listen ðŸŽ§ https://t.co/VrWiha4tG8"
x1222118573331697666,1,No,No,No,No,No,No,No,Yes,No,No,"#BetterTuesday We take action to promote #diversity &amp; #inclusion in our offices, our centres and within our communities. One of our partners at @westfieldlondon is the Jack Tizard School for students with severe learning difficulties â–¶ï¸ #BetterPla"
x1091407718026543104,1,No,No,Yes,No,No,No,No,No,No,No,"Register now for the symposium #Diversity, Creativity and Innovation! On 4 March two prominent speakers will talk about leading diverse and creative teams and the role of inclusive leadership. All @tudelft staff and students are welcome. https://t.co/dupj"
x1192417485720608769,1,No,No,Yes,No,No,No,No,No,No,No,"Chief Strategy Officer @FritsvanHout attended the Tech@Workplace Pride event in Enschede this week, speaking about the power of diversity for a company like ASML. ""Trust, transparency and a safe environment where you can be yourself, these are building bl"
x1177210454797631488,1,No,No,Yes,No,No,No,No,No,No,No,"At #EY, we ask #BetterQuestions, drive innovation and build diverse teams! Our people are #AuditorProud https://t.co/RMwX4BRyjz https://t.co/Q6Qw708Chn"
x1221899649801424897,1,No,No,No,No,No,No,No,No,No,No,"At EY, Diversity &amp; Inclusiveness are core to who we are. Our Global Executive members recently asserted their collective commitment to foster a more inclusive environment where all differences are valued and everyone can experience a sense of belongin"
3,1,No,Yes,No,No,No,No,No,No,No,No,Do you see ‘me’ in the ads that you see? Less than one in five of us believe ads are representative of wider society. Almost one in two from under-represented communities feel stereotyped through advertising. We’re taking action with Act 2 Unstereotype to
15,1,No,No,No,No,No,No,No,No,No,No,I am committed to ensuring we work with more people from diverse communities. I am Unilever. #HealthySocietyForAll *This film features Unilever employees and was shot with local crews following our Covid 19 safe guidelines. https://www.unilever.com/news/n
16,1,No,No,No,No,No,No,No,No,No,No,"Unity in diversity was the theme of this Walls of Connection project in Yogyakarta, Indonesia. Over 200 students from the local art institute worked on this series of colorful murals alongside MasterPeace #LetsColour #WallsofConnection #HumanCities http:/"
22,1,No,Yes,Yes,No,No,No,No,No,No,No,"This year we are proud to welcome another diverse, high-achieving and sizeable group of new partners. Their diverse skills and experiences will help our clients solve their challenges and build a #BetterWorkingWorld."
23,1,Yes,No,No,No,No,Yes,No,No,No,No,"The month of June marks WorldPride 2019. A moment for advocacy, activism and support for the LGBT+ community. Diversity & inclusion are essential elements of our culture, and a fundamental part is ensuring that our #LGBT people across the world feel that "
27,1,No,No,No,No,No,No,No,No,No,No,"We're loving these @masterpeace #WallsOfConnection in Quito, Ecuador. The vibrant murals symbolize the ideals of union and tolerance, and help to foster feelings of inclusion within the community. #HumanCities"
34,1,Yes,Yes,No,No,No,Yes,No,No,No,No,We’re committed to making our LGBTQI+ colleagues as proud of us as we are of them. That’s why we’re taking action this Pride month by: 🌈 Signing the Declaration of Amsterdam to ensure everyone in Unilever has access to a truly inclusive workplace. 🌈 Joi
39,1,No,No,No,No,No,Yes,No,No,No,No,"Happy #Pride Month! At KPMG we celebrate the diversity of our people, and we’re a proud supporter of our LGBTQ+ community around the world. This Pride we’re focusing on the power of allyship and the positive impact that it can have. Show your appreciation"
40,1,Yes,Yes,No,No,No,No,No,No,No,No,"Children are the most important people in the world, and diversity is a natural and important part of IKEA. Because of this belief, we are glad to offer our customers’ children a safe and fun place to play while they are in our stores. We regret that IKEA"
41,1,No,No,No,No,No,Yes,No,No,No,No,"This year we're celebrating 25 years of Unity, our LGBT+ inclusion network. When it was founded back in 1995, the network was one of the first of its kind. Moriaki Kida, our Unity global leader, reflects on this important milestone #ProudToBelong #BetterW"
49,1,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,"We will spend €2 billion a year with suppliers from more diverse communities. Suppliers owned and managed by women, people with disabilities, under-represented racial and ethnic groups, and those in the LGBTQI+ community. Just one of our commitments to he"
53,1,Yes,Yes,No,No,No,Yes,No,No,No,No,"Today is the International Day Against Homophobia, Transphobia and Biphobia, a day to come forward in support of friends, family members, and community members. At IKEA, we believe in building a world where everyone feels at home, both inside and outside "
64,1,Yes,Yes,No,Yes,No,No,No,No,No,No,"As recent events in the United States have unfolded, deep waves of hurt have been felt across the world. As a global organisation we are made up of many diverse cultures, backgrounds and experiences. And those differences are what unites us as an Arcadian"
74,1,Yes,Yes,No,No,No,No,No,No,No,No,"We want to rid advertising of stereotypes once and for all, and promote a more inclusive representation of people. That’s why we will increase the number of our ads that include people from diverse communities, both on screen and behind the camera. Just o"
73,1,No,Yes,No,Yes,No,No,No,No,No,No,It’s #HispanicHeritageMonth and we’re celebrating all the diverse cultures and inspiring contributions of our Hispanic and Latino community members! Check out this video to meet a few of our amazing co-workers.
76,1,No,Yes,No,No,No,No,No,Yes,No,No,"In line with our commitment to build an inclusive society, we organised the inaugural edition of the Sabal Awards. The Sabal Awards are designed as a step forward to reach out to several exemplary people who are engaged in contributing to the larger cause"
78,1,No,Yes,Yes,No,Yes,No,No,No,No,No,Congratulations to all 830 new EY partners across the globe. This is the largest ever cohort of new partners and 34% are women which is the highest percentage ever. Audit represents 26% of this year’s new partner class and emerging markets represent nearl
80,1,No,No,No,No,Yes,No,No,No,No,No,"By 2020, we aim to have 25% of the workforce with diverse groups and 20% of women."
86,1,No,Yes,No,No,No,Yes,No,No,No,No,"A pioneer in the field of diversity & inclusion, we are an equal opportunity employer where every stakeholder is respected and every voice is heard. We strongly believe that embracing individuality and accepting different thoughts and opinions are the hal"
94,1,No,Yes,No,No,No,No,No,No,No,No,Can you spot the difference? Cause we can’t! We respect uniqueness of individuals to create a diverse and inclusive workforce by having access to a wider talent pool. #TataSteel #WeAlsoMakeTomorrow
x1412703298113753088,1,Yes,Yes,No,No,No,No,No,No,No,No,"Less than one in five believe ads are representative of wider society.
We’re taking action with #Act2Unstereotype to ensure diversity, equity &amp; inclusion at every point of our end-to-end marketing journey. https://t.co/Z27RvcIOC6"
x1191690792479281152,1,No,Yes,No,No,No,No,No,No,No,No,"Attracting a diverse slate of candidates, means choosing the right language for your job ads. Download our guide with 5 steps for crafting an inclusive job posting: #recruitment"
x1222118573331697666,1,No,Yes,No,No,No,No,No,Yes,No,No,"#BetterTuesday We take action to promote #diversity &amp; #inclusion in our offices, our centres and within our communities. One of our partners at @westfieldlondon is the Jack Tizard School for students with severe learning difficulties â–¶ï¸ #BetterPla"
x1374438509335900169,1,No,Yes,No,No,No,No,No,No,No,No,"Elsevier is moving fast to meet the different demands for Open Access. @ElsevierConnect offers a wide range of #openaccess options to fit the diverse needs of institutions, funders, academic societies and #researchers around the world. #elsevier #research"
x1374099821032837128,1,Yes,No,No,Yes,No,No,No,No,No,No,"To raise awareness on racial discrimination, @ElsevierConnect presents a curated list of free access journal articles and book chapters. Across RELX, we #StandUp4HumanRights and send the message that racism is unacceptable everywhere: https://t.co/kuF65DJ"
x1373642875200765953,1,Yes,No,No,Yes,No,No,No,No,No,No,"In recognition of the Intl Day for the Elimination of Racial Discrimination, @ElsevierConnect presents a free access special issue to raise awareness of racism &amp; highlight the need for us all to stand up against racial prejudice https://t.co/ZZAedO6Gl"
x1372977174043578368,1,Yes,No,No,Yes,No,No,No,No,No,No,"To raise awareness on racial discrimination, @ElsevierConnect presents a curated list of free access journal articles and book chapters. Across RELX, we #StandUp4HumanRights and send the message that racism is unacceptable everywhere: https://t.co/AA1BUvl"
x1235961735267389442,1,No,No,Yes,No,No,No,No,No,No,No,"Meet Angela, Director for Digital Transformation. She believes complex tech problems need diverse answers.

You need different people to help make a difference #Changetheface 

Take the Vodafone #FutureJobsFinder test and discover the right job for you &g"
x1206943704814116864,1,No,Yes,No,Yes,No,No,No,No,No,No,"Businesses coming together - jobs, education, energy, entrepreneurship - at #RefugeeForum .  Grateful to these &amp; many other partners broadening the base to share responsibility. ‘Inclusion (of refugees) is good for business,’ said @Tolga1Oncu of Ingka"
x1134444783416565761,1,No,No,No,No,No,No,No,No,No,No,"Today we published our Sustainable Business Report 2019. 

Read how we are building an inclusive digital society that does not come at the cost of our planet https://t.co/R3X7zU9GPu 

#betterfuture #sustainability #inclusion #society https://t.co/vpnLYTLS"
x1236696740377616384,1,Yes,Yes,No,No,Yes,No,No,No,No,No,"This #IWD we want to celebrate our #WomeninCharge –#Eachforequal is first and foremost a human issue but also a business issue. Without our diversity, we cannot reflect the diversity of our customers and the communities in which we live and work. https://"
x653480753670414336,1,No,Yes,No,No,No,No,No,No,No,No,"We use our diverse capabilities &amp; global footprint to better serve our local, national and international clients http://t.co/WrOKe6lCEF"
x1418284557237903369,1,Yes,No,No,Yes,No,No,No,No,No,No,"How do you become a better #ally? We chat with Matt Coulter, President of @ally2action, one of our #notforprofit partners, to discover more about the organisation and their #mission to accelerate racial #reconciliation.

Read more https://t.co/PJvxjvge14
"
x1409584514272165889,1,No,Yes,Yes,No,No,Yes,No,No,No,No,"Our people come from all backgrounds, with diverse experience &amp; ideas. Working together, we achieve real innovation for our customers around the world.

We chat with 6 of our #RXfamily who are helping to build our #inclusive and #diverse culture #Pr"
x1407301405526876160,1,No,Yes,No,No,Yes,No,Yes,No,No,No,"💡 To Mobilize Future Leaders for the SDGs

✔️ Include diverse voices of all ages &amp; genders
✔️ Include youth at the strategy table 
✔️ Increase access to sponsorship and financing
✔️ Make connections &amp; build capacity

Take-ways from our panel toda"
x1099951934721671168,1,No,Yes,No,No,Yes,No,No,No,No,No,"""It would be stupid to forget 50% of the global workforce that can contribute."" @DSM CEO Feike Sijbesma calls for a #diverse and #inclusive society &amp; workforce. https://t.co/QJjoLvELBk #womeninscience #womeninSTEM https://t.co/lkZ91Kbhki"
x927898544794718209,1,Yes,No,No,No,Yes,No,No,No,No,No,"For our employees, the community &amp; world, we’re committed to driving gender equality &amp; diversity. #CatalystForChange https://t.co/KPRbp91Gnc https://t.co/jEmFOmTOpv"
x1394270829001773061,1,No,Yes,No,No,No,Yes,No,No,No,No,"We want everyone to feel at home, not just at IKEA but everywhere. This #IDAHOT, we want to shine a light on LGBT+ inclusion by bringing together members of the community to share their views on making progress. For more details visit your local IKEA webs"
x1003905699322134528,1,No,No,No,No,No,No,No,No,No,No,We're proud to be part of the Nashville community! Watch how the Mayor's Youth Council created of a giant mural that represents the city's diversity. https://t.co/zRoa0aTpRi w/ @oasisnashville #unity #diversity #Nashville
x844866323876319232,1,No,Yes,No,No,No,No,No,No,No,No,"#LetsColourWallsOfConnection will inspire local
communities to embrace diversity and collaborate
#HumanCities https://t.co/Jh8wnPNVfp"
x1404760015009878016,1,Yes,No,No,No,Yes,No,No,No,No,No,🌱👫🤝Inclusion &amp; fair representation lay the groundwork for a sustainable society. Join the conversation between @climatemorgan &amp; @fionaharvey on how #genderequality ties into #climate action during the #Towards Equality Live this Friday at 3pm C
x1403396792604008453,1,Yes,No,No,Yes,Yes,Yes,No,No,No,No,"The fight for LGBTQ+ rights – as the fight for social and racial justice, and gender equality – have a direct link with the climate movement. We’re happy to support the community and embrace what pride is all about: LOVE.
https://t.co/lrJzOzX1ma"
x1400784402506870786,1,Yes,No,No,No,No,No,No,No,No,No,"Greening public spaces helps fight inequality, promotes community inclusion, and makes cities safer and more resilient. What’s not to like?

This #WorldEnvironmentDay, let’s make our cities safer and more resilient 🌍⚖️

#LetsGreenOurCities

https://t.co/"
x1394355942788059140,1,Yes,No,No,No,No,Yes,No,No,No,No,"It's International Day Against Homophobia, Transphobia, Biphobia and Interphobia! 🌈 #IDAHOBIT

We've come so far, but there is still work to be done to build a better world for the LGBTIQ+ community, and we will never stop advocating for equality, divers"
x1392842240788213761,1,No,Yes,No,No,No,No,No,No,No,No,"Smart companies incorporate diversity into their recruiting and talent systems, not only by selecting candidates from diverse pools but also ensuring those who review the applicants are diverse or understand their potential biases: https://t.co/dpNZhP1zHI"
x1362503028285308930,1,No,Yes,Yes,No,No,No,No,No,No,No,"More than 70 percent in Industrial Manufacturing believes promoting diversity improves engagement with the business, trust and collaboration, innovation, and access to the right skills https://t.co/oytyusrEQk"
x1237030840133091330,1,No,Yes,No,No,No,No,No,No,No,No,"For KPMG Alliances, collaboration and diversity are key to success – as individuals, as a team, and to better serve clients. The future is together. #IWD2020 #EachForEqual #futureisinclusive https://t.co/3TUy2z20DK"
x1044249469649211392,1,No,Yes,No,No,No,No,No,No,No,No,"“If you haven’t got a diverse workforce you are precluding yourself from top talent” - great comment from Alison Brittain, CEO Whitbread - speaking at @KPMG International Partners Conference https://t.co/WLFNY4Atrh"
x1220617230842519552,1,No,No,No,No,No,No,No,No,No,No,"How inclusive leadership can create long-term value:

1. Understand #data and embrace new technologies

2. Adopt a learning mindset

3. Seek #diversity

https://t.co/aQ5t6lq9li

#WEF20 #BetterWorkingWorld"
x1219167679447216128,1,No,No,No,No,No,No,No,No,No,No,"How inclusive leadership can create long-term value:

1. Understand #data and embrace new technologies

2. Adopt a learning mindset

3. Seek #diversity

#WEF20 #BetterWorkingWorld

https://t.co/mgE7jGatYL"
x1352296155875565571,1,Yes,No,No,Yes,No,No,No,No,No,No,".@ReedExhibitions has pledged to donate $1M over the next 5 years to selected not-for-profit partners around the world who are working to improve #RacialEquality, #inclusivity &amp; #diversity. 

Learn more: https://t.co/4xtgEYhUmu via @ExhibitionWorld"
103,1,Yes,No,No,No,Yes,No,No,No,No,No,"📺 Across Unilever, our ads celebrate diversity and inclusion in front of the camera. 🎬 Now our beauty brand Lux is on a mission to help address representation behind the camera too. 👩 90% of the directors creating Lux ad campaigns identify as female, u"
x1410251447908851715,1,No,No,No,Yes,No,No,No,No,No,No,"Alongside @WPP, @DowNewsroom and @Google, we’re proud to support @MSD_UK’s first accelerator programme focused on helping 300 businesses run by under-represented ethnic groups become supply chain ready. 💪
#UniquelyUnilever #SupplierDiversity

https://t.c"
x1441379389997035521,1,Yes,No,No,Yes,No,No,No,No,No,No,"We're working together for a more inclusive world by focusing on three key issues...

📱 Closing the mobile internet access gap
👩‍💻 Addressing the diversity problem in tech
🌍 Researching racial inequalities in philanthropy

Discover our #UNGA76 activit"
x1440654613816958976,1,No,Yes,No,Yes,No,No,No,No,No,No,"New research uncovered that ethnic minorities don't feel represented in tech advertising.

The #ChangeTheFace Alliance aims to change this and support #diverse and #inclusive workforces in the #technology industry through resources, research, tools and ti"
x1309514748136951813,1,No,No,No,No,No,No,No,No,No,No,"We want to improve the lives of 1 billion people and halve our environmental impact by 2025. 

From October, 20% of our supplier selection criteria will now be based on commitments to diversity and our planet Earth  Learn more: https://t.co/hAXkRtojvC htt"
x1308687791136665601,1,No,No,No,No,No,No,No,No,No,No,"We want to improve the lives of 1 billion people and halve our environmental impact by 2025. 

From October, 20% of our supplier selection criteria will now be based on commitments to diversity and our planet 🌍 Learn more: https://t.co/hAXkRtojvC https:/"
x1356283327670587396,1,No,No,No,Yes,No,No,No,No,No,No,"We are proud🙌 all year round to #celebrate the many #accomplishments and #achievements of Black and African-American people around the world🌎

👉read all about our $1M 5-yr #commitment to black and minority ethnic not for profits https://t.co/UCtH6qXvgZ"
x1418284557237903369,1,Yes,No,No,Yes,No,No,No,No,No,No,"How do you become a better #ally? We chat with Matt Coulter, President of @ally2action, one of our #notforprofit partners, to discover more about the organisation and their #mission to accelerate racial #reconciliation.

Read more https://t.co/PJvxjvge14
"
x1223108662035529728,1,No,Yes,No,Yes,No,No,No,No,No,No,Anurat Kaeocha's ethnic background and engineering skills made him uniquely qualified to help people on the front lines of climate change in rural Laos. Find out how 👉 https://t.co/qVVneA491d #Sustainability #ImprovingQualityOfLife https://t.co/LXMHWI7T7
x1085063047146807297,1,No,No,No,No,No,No,No,No,No,No,"Kate Collins, BAMâ€™s Global Director Strategic IT Delivery, is nominated for Woman of the Year at #WomenInITAwards 2019. Ceremony @womeninitawards 30 January, at Grosvenor House, London, UK.

#ITexcellence #innovation #leadership #RoleModel #Diversity "
111,1,No,No,No,Yes,No,No,No,No,No,No,"Indian tribal culture speaks volumes about the diversity in India. To celebrate this spirit of tribal culture at Samvaad, we are inviting amateur photographers to showcase their creativity. Enter the #SamvaadSnapshot contest by sharing a photo that you fe"
155,1,No,No,No,No,Yes,No,No,No,No,No,"Marina left EY to follow a dream opportunity. However, after missing the diversity of people, clients and the constant learning, she decided to come back! #WomenInTransactions http://spr.ly/6184Dk68I"
x1060500945912639488,1,No,No,No,No,No,No,No,No,No,No,Todayâ€™s @FTLive event: #FTCFODialogues Defining NextGen Finance Leaders &amp; the Changing Role of the CFO  #flexibility #diversity #impact #strategy #transformation https://t.co/5HciGUw4ZH
x1017800873232224256,1,No,No,Yes,No,No,No,No,No,No,No,"Research have shown that more #diverse #investment firms ""had both 19% higher innovation revenues and 9% higher EBIT margins, on average"" https://t.co/kG9HMmSFJc"
x1052700338283790336,1,No,No,Yes,No,No,No,No,No,No,No,"John Amaechi, Chief Executive, Amaechi Performance, discusses the important mindsets and behaviors that leaders must demonstrate in order to create a culture of inclusion and innovation at our Global Mobility Forum. #KPMGtax #globalmobility https://t.co/B"
x1222963459077394432,1,No,No,Yes,No,No,No,No,No,No,No,Globally 1.7 billion people remain unbanked. Understanding the barriers they face can drive innovation &amp; lead to financial inclusion. Our Global Banking and Capital Markets Sector Leader @JanBellens discusses more in his blog. #BetterWorkingWorld #WEF
x1218587858556084225,1,No,No,Yes,No,No,No,No,No,No,No,"Our Global Banking and Capital Markets Sector Leader, @JanBellens discusses the economic benefits of financial inclusion and the important role that customer insight plays in driving innovation in the financial sector. #BetterWorkingWorld #WEF20 https://t"
x1178952922476011520,1,No,No,No,No,No,No,No,No,No,No,"#BetterTuesday We've received the 2019 Catalyst Award for Airport Design Innovation &amp; Inclusion at the @AMAC_ORG Business Diversity Conference, hosted by @flyLAXairport. #AMAC2019 #URWforCSR #BetterPlaces2030ðŸƒ 

Find out more ðŸ‘‰ https://t.co/hT"
145,1,Yes,Yes,No,No,No,No,No,No,No,No,"Today, less than one in five of us believe ads are representative of wider society & almost one in two from under-represented communities feel stereotyped through advertising. So we’re taking action to make all marketing inclusive with #Act2Unstereotype. "
x1429845333660553216,1,No,Yes,No,No,No,No,No,No,No,No,"We have asked our partners to make two promises: one on living wage/income &amp; one on supplier equity, diversity &amp; inclusion.

Why?

Because we believe that purpose-led partnerships can drive growth, while also doing good for people and the planet.
"
155,1,No,No,No,No,No,No,No,No,No,No,"Marina left EY to follow a dream opportunity. However, after missing the diversity of people, clients and the constant learning, she decided to come back! #WomenInTransactions http://spr.ly/6184Dk68I"
144,1,No,Yes,No,No,Yes,No,No,No,No,No,‘Tejaswini 2.0’ has been designed to provide technical training to women in rural areas. The initiative is aimed at enabling their eligibility for core jobs at mines. We are also the first company in the country to deploy women in all shifts in mining ope
123,1,Yes,No,No,No,No,Yes,No,No,No,No,"Standing in full support of the LGBTI+ community, 🏳️‍🌈 we recognize today as the International Day Against Homophobia, Transphobia and Biphobia. Can you believe that it was on this date only 31 years ago that the World Health Organization (WHO) declassi"
x1013717708804968453,1,No,Yes,No,No,No,No,No,No,No,No,"""The new company will serve diverse customers in markets in Europe. It's the perfect answer to the challenges in the steel industry right now."" - CEO of ThyssenKrupp Dr. Heinrich Hiesinger https://t.co/ziXobMEUMt"
x1236925979710324736,1,No,Yes,Yes,No,Yes,No,No,No,No,No,"Speak up, speak out. Event organiser Bizzabo found that 69% of event speakers were male. Diverse panels can reflect society and bring new ideas to the table. #IWD2020 https://t.co/gfaZlNEsrz https://t.co/o7qeQdPyGc"
